Cat,SubCat,Comments,Sign_Text,Arrow_Direction,Sign_ID,Street,Street_Address,X_Street,Corner,Distance_Along_Street,Distance_From_Curb,Sign_Code,Grade,Traffic_Direction,Structure,Situation,Condition,Speed,Date_,Confidence,TYPE_,Sign_Definition,X,Y
Warning Signs,Neighbourhood Speed Hump,,,,75009,,,,,,,WA-50,Engineering,WB,Standard Post,Side,Good,0,20031107,,Warning,Neighbourhood Speed Hump Sign,-122.908607999872,49.2094050000421
Warning Signs,Neighbourhood Speed Hump,,,,75010,,,,,,,WA-50,Engineering,EB,Standard Post,Side,Good,0,20031107,,Warning,Neighbourhood Speed Hump Sign,-122.908602999987,49.2094070002367
Warning Signs,No Exit,,,,75011,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Good,0,20031107,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.907128999434,49.2108400001251
Warning Signs,Neighbourhood Speed Hump,,,,75012,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20031107,,Warning,Neighbourhood Speed Hump Sign,-122.904676999733,49.2115890003086
Warning Signs,Neighbourhood Speed Hump,,,,75013,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20031107,,Warning,Neighbourhood Speed Hump Sign,-122.904676000449,49.2115910000357
Warning Signs,Neighbourhood Speed Hump,,,,75014,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20030715,,Warning,Neighbourhood Speed Hump Sign,-122.904521999765,49.211610999798
Warning Signs,Neighbourhood Speed Hump,,,,75015,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20031107,,Warning,Neighbourhood Speed Hump Sign,-122.904523999434,49.2116100002755
Warning Signs,Warning Signs Misc,,,,75016,,,,,,,WA-08B,Engineering,SB,Standard Post,Side,Dirty,0,20031107,,Warning,Checkerboard sign with left and right arrow,-122.910125000085,49.2084649995849
Warning Signs,Object Marker,,,,75018,,,,,,,WA-36L,Engineering,EB,Standard Post,Median,Graffitii,0,20030715,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.90182600025,49.2103679999971
Warning Signs,Warning Signs Misc,,,,75019,,,,,,,WA-08,Engineering,NB,Standard Post,Median,Good,0,20030715,,Warning,Checkerboard sign,-122.901773000552,49.2103630003337
Warning Signs,No Exit,square sign not diamond,,,75020,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Good,0,20030715,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.901579000369,49.2102419996776
Warning Signs,Warning Signs Misc,,,,75021,,,,,,,WC-02-01R,Engineering,EB,Standard Post,Side,Graffitii,0,20030715,,Warning,"""WATCH FOR PEDESTRIANS"" sign with right turn picture",-122.901106999731,49.2107669996585
Warning Signs,Warning Signs Misc,,,,75022,,,,,,,WA-08,Engineering,NB,Standard Post,Median,Good,0,20030715,,Warning,Checkerboard sign,-122.901181999811,49.2107069996066
Warning Signs,Warning Signs Misc,,,,75024,,,,,,,WB-04,Engineering,EB,Standard Post,Side,Good,0,20030715,,Warning,Signals Ahead (traffic light ahead),-122.899742000462,49.2115689995956
Warning Signs,Warning Signs Misc,11 percent,,,75025,,,,,,,WA-21A,Engineering,SB,Lamp Standard,Side,Good,0,20030715,,Warning,Hill Sign with percent grade (truck going down hill),-122.898870999945,49.2119230000341
Warning Signs,Warning Signs Misc,,,,75026,,,,,,,WA-08B,Engineering,EB,Wooden Post,Side,Good,0,20030715,,Warning,Checkerboard sign with left and right arrow,-122.898815000014,49.2121299999988
Warning Signs,Warning Signs Misc,,,,75027,,,,,,,WB-04,Engineering,NB,Standard Post,Side,Good,0,20030715,,Warning,Signals Ahead (traffic light ahead),-122.898409999647,49.2118180001097
Warning Signs,Warning Signs Misc,,,,75028,,,,,,,WA-35R,Engineering,WB,Wooden Post,Median,Good,0,20030715,,Warning,Added Lane Sign (lane added from right),-122.899396999546,49.2119180001137
Warning Signs,Warning Signs Misc,,,,75030,,,,,,,WB-04,Engineering,EB,Wooden Post,Side,Good,0,20030715,,Warning,Signals Ahead (traffic light ahead),-122.900059000005,49.2124730001511
Warning Signs,Warning Signs Misc,,,,75031,,,,,,,WB-04,Engineering,EB,Wooden Post,Side,Good,0,20030715,,Warning,Signals Ahead (traffic light ahead),-122.900159999647,49.2126209996738
Warning Signs,Warning Signs Misc,,,,75034,,,,,,,WA-09,Engineering,EB,Standard Post,Side,Good,0,20030715,,Warning,Chevron Alignment sign,-122.900556999751,49.2124499999363
Warning Signs,Warning Signs Misc,,,,75035,,,,,,,WA-NW-08,Engineering,NB,Lamp Standard,Median,Graffitii,0,20030715,,Warning,U-turn to right (similar to WA-02R except U-turn shape),-122.900643000631,49.2123690003317
Warning Signs,Object Marker,,,,75039,,,,,,,WA-36,Engineering,SB,Wooden Post,Median,Graffitii,0,20030715,,Warning,Object Marker (pass on either side),-122.900829000655,49.2113430003576
Warning Signs,Warning Signs Misc,,,,75040,,,,,,,WA-NW-08,Engineering,NB,Lamp Standard,Side,Good,0,20030715,,Warning,U-turn to right (similar to WA-02R except U-turn shape),-122.900496000271,49.2121889995567
Warning Signs,Object Marker,,,,75041,,,,,,,WA-36R,Engineering,NB,Lamp Standard,Side,Good,0,20030715,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.90049799994,49.2121859995523
Warning Signs,Warning Signs Misc,,,,75043,,,,,,,WA-08,Engineering,NB,Standard Post,Median,Good,0,20030715,,Warning,Checkerboard sign,-122.903251000643,49.2095859995938
Warning Signs,No Exit,,,,75044,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Good,0,20030715,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.902973999953,49.2093880003919
Warning Signs,Warning Signs Misc,did not put sticker on - too high,,,75045,,,,,,,WA-13R,Engineering,WB,Standard Post,Side,Good,0,20030715,,Warning,Concealed Road Sign (T from right),-122.903940999874,49.2094429998493
Warning Signs,Object Marker,,,,75046,,,,,,,WA-36L,Engineering,SB,Standard Post,Median,Good,0,20030715,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.905230999346,49.209469999764
Warning Signs,Warning Signs Misc,needs to  be replaced;  label on pole [would not  stick to sign],,,75047,,,,,,,WA-08,Engineering,SB,Standard Post,Side,Damaged,0,20030715,,Warning,Checkerboard sign,-122.904674000369,49.2089699996548
Warning Signs,Warning Signs Misc,left lane [arrow left]  at 4 st,,,75048,,,,,,,WB-100,Engineering,EB,Lamp Standard,Median,Good,0,20030715,,Special New West Signs and Tabs,"""Left Lane (left arrow) At 4 St"" sign",-122.906436000631,49.2081180003746
Warning Signs,Warning Signs Misc,"NOT WA-NW-01, actually WA-NW-06 (4TH ST.  CLOSED NORTH BOUND)",,,75049,,,,,,,WA-NW-01,Engineering,WB,Standard Post,Side,Good,0,20030715,,Warning,"""NO THROUGH ROAD"" sign",-122.908225999728,49.2073290002869
Warning Signs,Object Marker,,,,75050,,,,,,,WA-36R,Engineering,WB,Standard Post,Side,Good,0,20030715,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.908360999448,49.2072229998871
Warning Signs,Warning Signs Misc,not WA-NW-01; actually WA-NW-07 (4TH ST. CLOSED NO EXIT),,,75051,,,,,,,WA-NW-01,Engineering,NB,Lamp Standard,Side,Stickers,0,20030715,,Warning,"""NO THROUGH ROAD"" sign",-122.908445000572,49.2072600002764
Warning Signs,Warning Signs Misc,"too high to label;  not WA-NW-01, actually WA-NW-07 (4TH ST. CLOSED NO EXIT)",,,75052,,,,,,,WA-NW-01,Engineering,NB,Standard Post,Side,Stickers,0,20030715,,Warning,"""NO THROUGH ROAD"" sign",-122.908617999855,49.2071689996568
Warning Signs,Object Marker,,,,75053,,,,,,,WA-36,Engineering,EB,Standard Post,Side,Good,0,20030715,,Warning,Object Marker (pass on either side),-122.908400000113,49.2069059997853
Warning Signs,Object Marker,,,,75054,,,,,,,WA-36R,Engineering,NB,Standard Post,Side,Good,0,20030715,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.908155000137,49.2069280002212
Warning Signs,Object Marker,"a little scraped up,  not too bad",,,75055,,,,,,,WA-36L,Engineering,SB,Standard Post,Side,Damaged,0,20030715,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.908230000222,49.2069960003899
Warning Signs,No Exit,,,,75056,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Stickers,0,20030715,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.908987999451,49.207596999996
Warning Signs,Object Marker,,,,75057,,,,,,,WA-36L,Engineering,EB,Lamp Standard,Median,Good,0,20030717,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.910798000377,49.2057720002163
Warning Signs,Object Marker,,,,75058,,,,,,,WA-36L,Engineering,WB,Lamp Standard,Median,Graffitii,0,20030717,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.911061999831,49.2056280002062
Warning Signs,Object Marker,,,,75059,,,,,,,WA-36R,Engineering,WB,Standard Post,Side,Good,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.914508999772,49.2039109998416
Warning Signs,Warning Signs Misc,,,,75060,,,,,,,WA-33R,Engineering,NB,Standard Post,Side,Good,0,20030717,,Warning,Lane Ends Sign (lane on right ends),-122.914682999316,49.2038979998589
Warning Signs,Warning Signs Misc,WC-NW-01  CURB LANE PARKING [arrow ahead],,,75062,,,,,,,WC-NW-01,Engineering,WB,Utility pole,Side,Good,0,20030717,,Special New West Signs and Tabs,"""CURB LANE PARKING"" (forward arrow) sign",-122.91656900012,49.2026399996373
Warning Signs,Object Marker,,,,75063,,,,,,,WA-36L,Engineering,SB,Utility pole,Side,Good,0,20030717,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.916426000671,49.2021980003022
Warning Signs,Object Marker,,,,75064,,,,,,,WA-36R,Engineering,NB,Utility pole,Side,Good,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.916424000371,49.2022030002423
Warning Signs,Object Marker,,,,75065,,,,,,,WA-36L,Engineering,SB,Utility pole,Side,Good,0,20030717,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.916181000283,49.2020159998425
Warning Signs,Object Marker,,,,75066,,,,,,,WA-36R,Engineering,NB,Utility pole,Side,Good,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.916175000085,49.2020070001866
Warning Signs,Object Marker,dented and has graffiti,,,75067,,,,,,,WA-36L,Engineering,EB,Lamp Standard,Median,Damaged,0,20030717,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.917944999545,49.2002459996025
Warning Signs,Warning Signs Misc,,,,75068,,,,,,,WA-08,Engineering,SB,Lamp Standard,Side,Good,0,20030717,,Warning,Checkerboard sign,-122.915521999761,49.2000150003061
Warning Signs,Warning Signs Misc,too high to label;  WB-NW-01 sign,,,75069,TENTH ST,,CARNARVON ST,,,,WB-NW-01,Engineering,NB,Standard Post,Side,Good,0,20030717,,Warning,Roundabout ahead sign (circle with three arrows around it),-122.915399999899,49.2003650001624
Warning Signs,Warning Signs Misc,,,,75070,,,,,,,WA-09,Engineering,NB,Standard Post,Median,Good,0,20030717,,Warning,Chevron Alignment sign,-122.915464000385,49.2005449998773
Warning Signs,Warning Signs Misc,too high to label; WB-NW-01 sign,,,75074,,,,,,,WB-NW-01,Engineering,SB,Standard Post,Side,Dirty,0,20030717,,Warning,Roundabout ahead sign (circle with three arrows around it),-122.915920000472,49.2008139999543
Warning Signs,Object Marker,,,,75075,TENTH ST,,AGNES ST,,,,WA-36R,Engineering,NB,Standard Post,Side,Good,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.91680599936,49.2017080001102
Warning Signs,Warning Signs Misc,WB-NW-01 sign; duct tape around top of sign,,,75077,,,,,,,WB-NW-01,Engineering,WB,Lamp Standard,Side,Other,0,20030717,,Warning,Roundabout ahead sign (circle with three arrows around it),-122.915038000594,49.2008759996257
Warning Signs,Warning Signs Misc,,,,75078,,,,,,,WA-02R,Engineering,SB,Standard Post,Side,Good,0,20030717,,Warning,Mid right turn (90 degree curve arrow),-122.914590000614,49.2006349998677
Warning Signs,Object Marker,Eighth & Agnes,,,75079,,,,,,,WA-36R,Engineering,SB,Lamp Standard,Side,Good,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.913722999457,49.2028890000542
Warning Signs,Object Marker,tall skinny sign on length of pole,,,75080,,,,,,,WA-36R,Diamond,NB,Standard Post,Side,Good,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.913513000658,49.2029649999116
Warning Signs,No Exit,too high to label,,,75081,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Dirty,0,20030717,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.911267000417,49.2034810001
Warning Signs,Object Marker,,,,75082,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Dirty,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.909096999814,49.2041349997967
Warning Signs,Object Marker,,,,75083,,,,,,,WA-36R,Engineering,NB,Standard Post,Side,Good,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.908765000567,49.2040339996845
Warning Signs,Object Marker,,,,75084,,,,,,,WA-36R,Engineering,NB,Standard Post,Side,Good,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.909737000366,49.2048180001476
Warning Signs,Warning Signs Misc,sign should point opposite direction; too high to label,,,75086,,,,,,,WC-02-01R,Engineering,NB,Standard Post,Side,Misaligned,0,20030717,,Warning,"""WATCH FOR PEDESTRIANS"" sign with right turn picture",-122.910608000208,49.2055659995768
Warning Signs,No Exit,,,,75087,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Dirty,0,20030717,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.909703000083,49.2043599995784
Warning Signs,Warning Signs Misc,,,,75088,,,,,,,WA-08,Engineering,WB,Wooden Post,Side,Good,0,20030717,,Warning,Checkerboard sign,-122.910353000645,49.2039540002668
Warning Signs,Warning Signs Misc,put label on front of sign;  back inaccessible,,,75090,,,,,,,WA-08B,Engineering,SB,Fence,Side,Graffitii,0,20030717,,Warning,Checkerboard sign with left and right arrow,-122.903642000461,49.2061170003066
Warning Signs,Object Marker,scraped but doesn't need replacement yet,,,75094,,,,,,,WA-36L,Engineering,WB,Standard Post,Median,Good,0,20030717,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.914366999439,49.2062300000035
Warning Signs,Object Marker,scraped but doesn't need replacement yet,,,75095,,,,,,,WA-36L,Engineering,EB,Standard Post,Median,Good,0,20030717,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.914369000376,49.2062320002414
Warning Signs,Object Marker,,,,75097,,,,,,,WA-36R,Engineering,EB,Standard Post,Side,Good,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.916190000647,49.2051909997117
Warning Signs,Object Marker,,,,75098,,,,,,,WA-36R,Engineering,WB,Standard Post,Side,Good,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.91625199965,49.205281999722
Warning Signs,Object Marker,,,,75099,,,,,,,WA-36R,Engineering,NB,Standard Post,Side,Good,0,20030717,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.918202999402,49.2066689998334
Warning Signs,No Exit,too high to label,,,75100,,,,,,,WA-NW-02,Engineering,NB,Wooden Post,Side,Dirty,0,20030717,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.917906000595,49.2070729998535
Warning Signs,Warning Signs Misc,too high to label,,,75101,,,,,,,WA-33R,Diamond,SB,Standard Post,Side,Good,0,20030717,,Warning,Lane Ends Sign (lane on right ends),-122.913526999383,49.2076269999947
Warning Signs,No Exit,the front no exit sign [of two],,,75102,,,,,,,WA-NW-02,Engineering,WB,Lamp Standard,Side,Good,0,20030718,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.913464999756,49.207558000145
Warning Signs,No Exit,second [behind] of two no exit signs,,,75103,,,,,,,WA-NW-02,Engineering,WB,Lamp Standard,Side,Good,0,20030718,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.913466000606,49.2075579999952
Warning Signs,Object Marker,,,,75105,FOURTH AVE,,FIFTH ST,,,,WA-36L,Engineering,EB,Standard Post,Median,Good,0,20030718,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.915394000025,49.2108759999225
Warning Signs,Object Marker,,,,75107,FOURTH AVE,,FIFTH ST,,,,WA-36L,Engineering,WB,Standard Post,Median,Good,0,20030718,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.915313999406,49.2109539997043
Warning Signs,Warning Signs Misc,corrugated plastic sign,,,75109,,,,,,,WB-12T,,NB,Standard Post,Side,Good,0,20030718,,Tabs,"""NEW"" tab",-122.914751000484,49.2105920001798
Warning Signs,Warning Signs Misc,WB-NW-06,,,75110,,,,,,,WB-NW-06,Engineering,NB,Standard Post,Side,Good,0,20030718,,Warning,"""TRAFFIC CONTROL CHANGE (AHEAD)"" sign (""AHEAD"" optional)",-122.914748000164,49.2105889998359
Warning Signs,Warning Signs Misc,corrugated plastic sign,,,75112,,,,,,,WB-12T,,WB,Standard Post,Side,Good,0,20030718,,Tabs,"""NEW"" tab",-122.914719000465,49.2113189999869
Warning Signs,Warning Signs Misc,too high to label; WB-NW-06,,,75113,,,,,,,WB-NW-06,Engineering,SB,Standard Post,Side,Good,0,20030718,,Warning,"""TRAFFIC CONTROL CHANGE (AHEAD)"" sign (""AHEAD"" optional)",-122.916001000315,49.2112609995648
Warning Signs,Warning Signs Misc,,,,75114,,,,,,,WB-12T,Diamond,SB,Standard Post,Side,Damaged,0,20030718,,Tabs,"""NEW"" tab",-122.915997999965,49.2112620003574
Warning Signs,Object Marker,,,,75115,,,,,,,WA-36R,Engineering,NB,Standard Post,Side,Good,0,20030718,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.918398000257,49.2117139996512
Warning Signs,Object Marker,,,,75116,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Good,0,20030718,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.918718000437,49.2118040000292
Warning Signs,Object Marker,tall skinny sign along pole,,,75118,,,,,,,WA-36R,Diamond,SB,Standard Post,Side,Good,0,20030718,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.919594999748,49.2125050002562
Warning Signs,Object Marker,,,,75119,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Stickers,0,20030718,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.921141000666,49.2137009995932
Warning Signs,Speed Bump,,,,75121,,,,,,,WA-221,Engineering,WB,Lamp Standard,Side,Dirty,0,20030718,,Warning,"""SPEED BUMPS SLOW"" sign (with bumps and ahead arrow)",-122.922175999495,49.2133509997434
Warning Signs,Speed Bump,,,,75122,,,,,,,WA-221,Engineering,EB,Standard Post,Side,Graffitii,0,20030718,,Warning,"""SPEED BUMPS SLOW"" sign (with bumps and ahead arrow)",-122.922415999338,49.2130940004218
Warning Signs,Object Marker,,,,75123,,,,,,,WA-36L,Engineering,EB,Standard Post,Median,Good,0,20030718,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.922906000113,49.2128869997939
Warning Signs,Object Marker,,,,75124,,,,,,,WA-36L,Engineering,WB,Standard Post,Median,Good,0,20030718,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.923192999398,49.2127360000468
Warning Signs,Neighbourhood Speed Hump,,,,75125,,,,,,,WA-50,Engineering,WB,Standard Post,Side,Good,0,20030718,,Warning,Neighbourhood Speed Hump Sign,-122.923729000315,49.2124939997546
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75126,,,,,,,WA-50,Engineering,EB,Standard Post,Side,Good,0,20030718,,Warning,Neighbourhood Speed Hump Sign,-122.923657000268,49.2124219998058
Warning Signs,Object Marker,,,,75127,,,,,,,WA-36R,Diamond,NB,Standard Post,Side,Good,0,20030718,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.925491000308,49.2124550002122
Warning Signs,Object Marker,"should face southbound traffic, not middle of road",,,75128,,,,,,,WA-36R,Diamond,SB,Standard Post,Side,Misaligned,0,20030718,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.926144000157,49.212752000413
