DESCRIPTN,OBJECTID,BLDG_ID,HERITAGE,BINDER,SHAPE.area,SHAPE.len,MAPREF,UNITNUM,STRNUM,STRNAM,BLDGNAM,BLDGAGE,DEVELOPER,ARCHITECT,STRATA,M_BLDGHGT,NUM_B_GRND,NUM_A_GRND,NUM_MEZZ,SQM_SITCVR,SQM_FTPRNT,NUM_RES,SQM_B_GRND,SQM_A_GRND,SQM_RES,SQM_NRES,SQM_XRES,SQM_XNRES,SS_REGDATE,SS_CODE,SS_STATDEC,MOVED,DEMOLISH,SIGNIFICANT
"The Buchanan Sunset Lodge has a large front gable, bay windows, and a full-width wrap porch, supported by octagonal shaped columns. S.B. Buchanan provided the funding for the lodge. The center portion of the lodge was his home. The lodge is now run by The Governor Council of the Salvation Army.",1909,9653,Y,3,100,40,4009000,,409,BLAIR AVE,BUCHANAN MEMORIAL LODGE,1945,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1993,
"125 Bonson Street is one of the oldest homes still in use. The simplified Victorian Italianate style features a simple hipped roof, widely overhanging eaves with decorative brackets and a double bay window. The house has white shiplap exterior and a pedimented porch entrance supported by posts. One window still has its entablature head. R. W. McIntosh, the proprietor of the Caledonian Hotel, was the original resident. Later, A. Wooster lived here.",1910,458,Y,Sup,117.9450835,49.8291136575685,1388000,,125,BONSON ST,R.W. MCINTOSH HOUSE,1885,R.W. MCINTOSH,,N,7.41,1,2,0,141.96,141.96,1,67.08,249.91,316.99,0,0,0,,Unknown,,0,0,
"Built in 1912, 616 Brantford Street has the irregular roof line, characteristic of the Queen Anne style. Its shape is made up of a hipped roof with cross gables. Detailing consists of patterned shingles, oval window, and classical column porch supports.",1911,2572,Y,2,99.99958685,39.999917370417,7052000,,616,BRANTFORD ST,,1890,,H MARSHALL,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2006,
"Built around 1893, the rectangular plan, symmetrical placement of the windows, full­width porch, and side lights of this house are typical features of the Colonial Revival style. Other decorative elements include the gable wall dormer, and round headed dormer window.",1912,11709,Y,3,118.2420009,43.6765061357408,,,315,BRUNETTE AVE,,1893,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unknown,,0,2005,
"This 1907, Pioneer Tent style house has staggered square butt asphalt shingle siding, front gabled roof, and a full-width porch supported by plain columns. The house also has a rear shed roof addition typical of the Pioneer Tent style. Mrs. Minnie Roberts was an early resident.",1913,9554,Y,3,100,40,2704000,,319,BRUNETTE AVE,,1907,,TS CRAIG,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2005,
"With a water connection date of 1908, this house is a good example of the Pioneer Tent style. It has the typical front gabled roof, small gabled entrance cover, weatherboard siding, and a shed roof addition. The windows are double hung with decorative bargeboards.",1914,9553,Y,3,100,40,2704000,,323,BRUNETTE AVE,,1908,,JAMES A BLAIR,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2005,
"Opened in the early 1970's as a Tourist Information Centre for the Chamber of Commerce, this Colonial Revival style structure has a symmetrical facade. The entrance is accentuated by a triangular pediment supported by classic columns. The building was moved to this location from Agnes Street.",1915,9522,Y,3,100,40,2704000,,333,BRUNETTE AVE,,1892,,JOHN MCKINNEY,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1961,
"Built in 1911, this house has a moderately pitched roof with pent. The A-frame shape and symmetrical facade are characteristic features of the Classic Frame style. The original exterior cladding and the windows have been altered. Augustus Legge lived in the house, for many years, from 1911.",1916,1694,Y,3,120.9916,45.1206652953777,3966000,,333,BUCHANAN AVE,AUGUSTUS LEGGE HOUSE,1911,AUGUSTUS LEGGE,,N,0,1,2,0,102.66,102.66,2,72.46,139.82,212.28,0,0,0,,Unknown,,0,0,
"Built around 1908 by C.R. McTaggart, this Cottage style house has a front gabled roof, 2 slant bay window, side entrance, open rafters, and square butt shingle cladding.",1917,1705,Y,3,142.83735,53.4512752912055,3983000,,342,BUCHANAN AVE,,1908,WILLIAM S. CADDY,,N,0,1,1,0,110.55,110.55,2,66.89,110.55,177.44,0,0,0,20150908070000,Authorized (With New Home Construction),,0,0,
"Built in 1907, this simple cottage has a pyramidal hipped roof with hipped dormers and a partial-width porch set under the main roof line. The original exterior cladding has been replaced. In 1909, the owner was A.F. Allam, conductor.",1918,2920,Y,2,111.21843097,43.320966781174,5521002,,218,BURR ST,,1907,ALEXANDER ALLAM,,N,7.23,1,2,0,123.1,91.42,2,85.28,148.83,234.12,0,0,0,20100901080000,Authorized (Within Existing Home),,2005,0,
"Typical of the Pioneer Tent style, this house on Cameron Street has a front gabled roof and full-width porch which has been completely enclosed. It was built in 1911 by W.H. Mumford for Alex Patterson.",1919,3770,Y,2,85.3402,37.6304855184739,6969000,,1209,CAMERON ST,,1911,ALEX PATTERSON,W.H. MUMFORD,N,0,1,2,0,59.46,59.46,1,58.25,118.92,177.17,0,0,0,,Unknown,,0,0,
"This house shows the low pitched hipped roof with slightly flared eaves, characteristic of the Prairie style. The wide bands of trim and full-width porch help to emphasize the horizontal lines.",1920,10382,Y,2,99.99951908,39.9999038158844,6940000,,1305,CARIBOO ST,,1911,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2006,
"Design elements of the Pioneer Tent style, shown here, are the simple gable roof, full-width porch, and shed roofed rear addition.",1921,10347,Y,2,100.000358475,40.0000716956835,6950000,,1306,CARIBOO ST,,1911,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1990,
"Craftsman elements, added in 1925 to this side gabled Pioneer Tent house, are front-facing, low pitched gable dormer and gabled entry porch. Alex D. McRae, a carpenter lived here in 1909.",1922,10348,Y,2,100.0002907,40.00005814066,6950000,,1308,CARIBOO ST,,1903,,MRS M WILLIAMS,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1990,
Supporting Listing,1923,11273,Y,Sup,100.0002907,40.00005814066,448000,,212,CARNARVON ST,,1942,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1989,
"The Colonial Revival house at 219 Carnarvon Street was built by P. O. Bilodeau in 1898. The large scale of this corner home, with its double portico entrance, wrap-around veranda with spindle work and hipped bellcast roof and dormers, gives it a sense of grandeur. Bilodeau, proprietor of the Windsor Hotel, was the first resident of the house. J. C. Brown, Mayor of New Westminster, 1890-1892, also lived here.",1924,204,Y,Sup,200.775413,61.1435873011465,662000,,219,CARNARVON ST,BILODEAU HOUSE,1906,PETER BILODEAU,C.H. CLOW,N,0,1,3,0,181.81,181.81,10,66.89,483.19,550.08,0,0,0,,Unknown,,0,0,
Supporting Listing,1925,692,Y,Sup,63.41419412,32.6929787038496,644001,,305,CARNARVON ST,KEARY COTTAGE,1888,MARIA KEARY,SAMUEL MACLURE,N,0,1,2,0,913,913,1,661,1826,0,0,0,0,,,,0,0,
Supporting Listing,1926,8852,Y,Sup,374.84097879,85.2317676007264,644001,,307,CARNARVON ST,KEARY COTTAGE,1887,MARIA KEARY,SAMUEL MACLURE,N,7.87,1,2,0,393.44,393.44,25,180.98,768.96,949.93,0,0,0,,Unknown,,0,0,
"Located at 315 and 321 Carnarvon Street are the Emmanuel Pentecostal Church and Church Hall. The Church Hall was originally St. Andrew’s Presbyterian Church and under the pastorship of Rev. R. Jamieson, was the first Presbyterian Church on the British Columbia mainland. This traditional wooden gothic church was built by the contractor A. H. Manson. Rev. R. Jamieson had arrived in New Westminster in 1862. His first congregation was 80 residents who met in the original Clarkson Street Court House prior to the building of the wooden church, the first St. Andrew's. Jamieson lived and operated a school in the manse, originally located on the site of the brick church. In 1898, the church and manse were spared from the 1898 'Great Fire'. The Holy Trinity Cathedral, St. Paul’s Reformed Episcopal Church and the Baptist Church, were all destroyed, therefore all three held services at St. Andrew's. In 1922, Gardiner and Mercer raised and remodelled the old church for hall and Sunday School purposes. ",1927,193,Y,Sup,85.21763597,36.9468171552787,648001,,315,CARNARVON ST,CHILD CARE CENTRE,1920,J.A. McDONALD,,N,5.79,1,1,0,93.65,93.65,0,36.42,93.65,0,130.06,0,0,,Unknown,,1951,0,
"Coronation Court is interesting in that it represents an important building stage in Albert Crescent. Many of these modernistic, unrelieved stucco boxes were built in Albert Crescent during the 1950's. Coronation Court, built in 1953, is a 3 storey rectangular rose stucco building with a brick foundation, flat roof and wooden double-hung windows. Coronation Court is located on the original site of 'Gadshill', home of the Fisher family in 1882.",1928,107,Y,Sup,549.0095,105.33552357736,426000,,320,CARNARVON ST,CORORNATION COURT,1954,WALTER MOSTRENKO,"UNDERWOOD, PERCY",N,6.1,1,2,0,449.65,449.65,14,48.31,899.3,947.61,0,0,0,,Unknown,,0,0,
"Located at 315 and 321 Carnarvon Street are the Emmanuel Pentecostal Church and Church Hall. In 1889-1891, G. W. Grant designed the Late Gothic Revival brick church. The brick St. Andrew's featured gothic stained glass windows, a front gable and a dominant steepled corner tower. In 1930, repairs were done after a fire in the brick church. Sloan and Harrison Construction removed the steeple. Beginning in 1977, the Church began a series of renovations to the roof, front doors, and the interior. In 1987-88, the stucco exterior was removed to expose the original brick facade. The next project is to restore the Church pipe organ, which is one of the oldest and largest pipe organs west of Chicago. The Emmanuel Pentecostal Church received the 1986 Heritage Award (non-residential) from the New Westminster Chamber of Commerce.",1929,190,Y,Sup,497.4043775,93.0952456800899,648001,,321,CARNARVON ST,Emmanuel Pentecostal Church,1891,SAINT ANDREW'S PRESB,GEORGE GRANT,N,0,1,1,0,538.28,538.28,0,244.33,538.28,0,782.62,0,0,,Unknown,,0,0,Church
"Built around 1906, 509 Carnarvon is very similar in structure and architectural detail to 433 Carnarvon but 509 Carnarvon features more holdovers from the Victorian period, including two facade pedimented gables, side cross gable, decorative gable shingles, and verandah posts that are placed on pedestals. Ralph G. Smith, a public supply store merchant was an early (1913) resident.",1930,11254,Y,Sup,96.207889465,42.0875201240868,1313000,,509,CARNARVON ST,,1906,,CE HOFFARD,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1990,
Supporting Listing,1931,11256,Y,Sup,99.999654625,39.9999309254404,1313000,,513,CARNARVON ST,,1935,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1990,
"The present Holy Trinity Cathedral building was constructed in 1899 and designed by architect George W. Grant. The one storey, concrete structure was built over the stone of the earlier 1867 church which burned in 1898. The tower was rebuilt in 1910. The Victorian Gothic architecture was styled after St. Paul's in London and features steep pitched roof, rusticated concrete, gables and a corner tower. The altar windows were designed in 1899 by James Bloomfield of Henry Bloomfield and Sons of New Westminster. The chapel windows were done in 1961 by McCausland of Toronto. ",1932,409,Y,1,532.2039,109.401026418205,1288000,,514,CARNARVON ST,Holy Trinity Cathedral,1899,HOLY TRINITY CATHEDR,"GRANT, GEORGE W.",N,0,0,1,0,512.45,512.45,0,0,512.45,0,512.45,0,0,,Unknown,,0,0,Church
"G. W. Grant designed the present Holy Trinity Cathedral in 1899. The first church was built in 1860 but burned in 1865. The church was rebuilt in 1865 but the building burned in the 1898 fire. Holy Trinity Cathedral was designed after St. Paul's, Kensington. Features of Victorian Gothic architecture include rusticated concrete, a corner tower, and a steeply pitched cross gable. James Bloomfield of New Westminster's Henry Bloomfield and Sons designed the stained glass altar windows.",1933,409,Y,Sup,532.2039,109.401026418205,1288000,,514,CARNARVON ST,Holy Trinity Cathedral,1899,HOLY TRINITY CATHEDR,"GRANT, GEORGE W.",N,0,0,1,0,512.45,512.45,0,0,512.45,0,512.45,0,0,,Unknown,,0,0,Church
Supporting Listing,1934,417,Y,Sup,110.03576,46.6113569653715,1315100,,515,CARNARVON ST,,1935,W.G. MCQUARRIE,,N,0,1,1,0,75.34,75.34,1,72.84,75.34,148.18,0,0,0,,Unknown,,0,0,
"Don Elliott Photography is located in a 'Folk Victorian' styled home at 520 Carnarvon Street next to the Cathedral. The original owner was S. J. Davison, a saddler and harness maker. He rebuilt his home in 1899-1900 after it was destroyed in New Westminster's fire (1898). 520 Carnarvon Street bears a strong resemblance to the Pioneer Tent homes at 126 and 128 Agnes Street. The distinguishing 'Folk Victorian' feature is the open verandah with decorative wooden trim (treillage) and supporting wooden posts.",1935,408,Y,Sup,122.9516975,52.9065222966479,1287000,,520,CARNARVON ST,,1899,WILLIAM DAVISON,,N,0,1,2,0,107.3,107.3,1,107.3,165.83,273.13,0,0,0,,Unknown,,0,0,
Mrs. S. Archibald was a resident of 527 Carnarvon Street when it was built in 1932. The chamfered gable roof line is typical of many such homes that were built in the 1920's and the 1930's. The Eastern Cottage style is an intermediate style between the Pioneer Tent and the 1970's Builder. 527 Carnarvon Street presents an interesting facade with its gable decorated by coloured asphalt shingles and its open porch supported by ionic columns and chamfered roof.,1936,418,Y,Sup,117.95284,47.1039618020399,1315100,,527,CARNARVON ST,,1932,,,N,0,1,2,0,87.79,87.79,1,46.82,126.35,173.17,0,0,0,,Unknown,,0,0,
Supporting Listing,1937,419,Y,Sup,371.55194529,97.3647636720818,1315100,,529,CARNARVON ST,,1911,P.J. BOWLER,"MARSHAL, H.M.",N,0,0,2,0,334.82,334.82,0,0,519.14,0,519.14,0,0,,Unknown,,0,0,
"The Environment Canada Building was completed in 1906 by builders J. Carter Smith and Robert Buckland. It is constructed from pressed brick and stone and has two storeys and a basement. Its architectural style is Late Victorian Utilitarian and features a hip roof and exterior facade of red brick with masonry detail. The building is in fairly good condition with its exterior facade preserved intact. Its hip roof and red brick maintains the dominant character of the street. This building was occupied by the Fisheries and Indian Affairs Department offices and helped to establish the presence of the Federal Government in the City of New Westminster. The building continued to be used by the Federal Government up to the present time. The City wishes to have this building restored and declared a heritage building, but the Federal Government is not committed to this idea until its use is decided.",1938,80,Y,1,190.5365,58.7212934933244,370000,,630,CARNARVON ST,FISHERIES BUILDING,1906,ROBERT BUCKLAND,"CARTER SMITH, U.",N,7.16,0,3,0,195.1,195.1,0,0,585.29,0,585.29,0,0,,Unknown,,0,0,
"The Bench and Gavel Restaurant occupies a building which was built in 1939. The old two storey frame and stucco print shop underwent a major exterior renovation in 1978 by architect D. M. Sarter. The stucco finish was replaced by red brick and the building imitates the Victorian Romanesque style of the old Courthouse. It has a hip roof and red brick exterior facade with arched windows. The building is in excellent condition and is designed for use as a restaurant on the upper floor and a cafe at street level. The restaurant on the upper floor is now named ""The Fiesta""; the lower floor is vacant but will likely remain in commercial use. ",1939,182,Y,1,190.40537,55.8882651481686,635000,,631,CARNARVON ST,,1939,G. HELLER,,N,9.14,0,3,0,165.27,165.27,0,0,428.47,0,428.47,0,0,,Unknown,,0,0,
"The old Land Registry Office was completed in 1911 with the design by E.G.W. Sait in Late Victorian Utilitarian style. Construction of the building went slowly under the direction of Sait; he was replaced in 1910 by F.G. Gardiner who was doing alterations to the Courthouse at that time. The Land Registry Office is constructed of brick and stone and has one storey. The interior features fluted columns and a beam ceiling. The exterior is composed of a red brick facade with masonry detail and a slate hip roof. The Land Registry Office occupied this building up to 1980. When the land registration facilities vacated the building, the First Capital City Development Company utilized the premises as their office and information centre. In 1987, Kerkhoff Construction purchased the Land Registry Office building and the Old Courthouse building and renovated both for office use. The renovations retained the architectural detail of the original buildings and reserved the heritage aspects for the community. In 1989, this complex called 'Begbie Court' received designation as a municipal heritage site. ",1940,79,Y,1,568.042047,109.923936650527,364000,,668,CARNARVON ST,BEGBIE COURT- LAND REGISTRY OFFICE,1911,PROVINCE OF B.C.,"SAIT, E.G.W.",N,7.62,1,1,0,514.87,514.87,0,506.97,514.87,0,1021.84,0,0,,Unknown,,0,0,
